Start 1h:3m:14s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
67.330,          ,   8.61,   0.57,   2.98,    33.06,     1.94,    12.81
67.335,          ,   8.61,   0.57,   2.98,    33.06,     1.94,    12.81
67.345,          ,   8.62,   0.65,   2.91,    33.75,     3.44,    12.94
67.350,          ,   8.62,   0.65,   2.91,    33.75,     3.44,    12.94
67.355,          ,   8.74,   0.59,   2.68,    34.62,     4.00,    12.94
67.360,          ,   8.74,   0.59,   2.68,    34.62,     4.00,    12.94
67.365,          ,   8.74,   0.61,   2.84,    36.00,     6.31,    12.62
67.370,          ,   8.74,   0.61,   2.84,    36.56,     9.19,    12.31
67.375,          ,   8.71,   0.58,   2.96,    36.56,     9.19,    12.31
67.380,          ,   8.87,   0.57,   3.03,    36.75,     8.62,    12.19
67.385,          ,   8.87,   0.57,   3.03,    36.75,     8.62,    12.19
67.390,          ,   9.24,   0.52,   3.17,    36.88,     9.75,    12.12
67.400,          ,   9.24,   0.52,   3.17,    36.88,     9.75,    12.12
67.405,          ,   9.33,   0.51,   3.23,    36.25,    13.19,    11.69
67.410,          ,   9.33,   0.51,   3.23,    36.25,    13.19,    11.69
67.425,          ,   9.46,   0.63,   3.18,    34.75,    13.25,    12.12
67.430,          ,   9.72,   0.55,   2.89,    35.50,     9.81,    16.75
67.435,          ,   9.72,   0.55,   2.89,    35.50,     9.81,    16.75
67.445,          ,   9.58,   0.44,   2.85,    36.94,     8.12,    19.12
67.450,          ,   9.58,   0.44,   2.85,    36.94,     8.12,    19.12
67.455,          ,   9.50,   0.35,   2.84,    38.12,     3.81,    20.19
67.460,          ,   9.50,   0.35,   2.84,    39.75,     1.56,    19.25
67.465,          ,   9.54,   0.44,   2.82,    39.75,     1.56,    19.25
67.470,          ,   9.28,   0.69,   2.90,    40.94,     7.69,    15.50
67.475,          ,   9.28,   0.69,   2.90,    40.94,     7.69,    15.50
67.480,          ,   9.12,   0.73,   3.09,    39.94,    12.81,    11.56
67.485,          ,   9.12,   0.73,   3.09,    39.94,    12.81,    11.56
67.490,          ,   9.06,   0.74,   3.23,    37.06,    15.25,     9.50
67.495,          ,   9.06,   0.74,   3.23,    37.06,    15.25,     9.50
67.500,          ,   8.94,   0.78,   3.43,    32.88,    16.62,     8.88
67.505,          ,   8.94,   0.78,   3.43,    32.88,    16.62,     8.88
67.510,          ,   8.70,   0.76,   3.92,    27.88,    15.19,     8.44
67.515,          ,   8.70,   0.76,   3.92,    27.88,    15.19,     8.44
67.525,          ,   9.31,   0.70,   3.61,    23.31,     8.75,    10.19
67.530,          ,   9.31,   0.70,   3.61,    24.62,     8.06,    14.75
67.535,          ,   9.69,   0.67,   3.68,    24.62,     8.06,    14.75
67.540,          ,   9.69,   0.67,   3.68,    23.56,    20.56,    14.44
67.545,          ,   9.21,   0.78,   4.19,    23.56,    20.56,    14.44
67.550,          ,   8.72,   0.52,   3.10,    19.62,    15.62,    13.62
67.555,          ,   8.72,   0.52,   3.10,    19.62,    15.62,    13.62
67.560,          ,   8.60,   0.52,   3.74,    19.88,     7.69,    12.75
67.565,          ,   8.60,   0.52,   3.74,    19.88,     7.69,    12.75
67.585,          ,   8.61,   0.55,   4.38,    16.38,     7.44,    11.44
67.590,          ,   8.66,   0.39,   3.73,    11.62,    -4.44,    10.62
67.595,          ,   8.99,   0.27,   3.16,    11.62,    -4.44,    10.62
67.600,          ,   8.84,   0.41,   3.91,    12.56,    -6.38,     9.81
67.605,          ,   8.84,   0.41,   3.91,    12.56,    -6.38,     9.81
67.610,          ,   8.91,   0.49,   4.11,    10.31,   -10.56,     8.25
67.615,          ,   8.91,   0.49,   4.11,    10.31,   -10.56,     8.25
67.620,          ,   9.09,   0.41,   3.73,    10.94,    -6.12,     6.31
67.625,          ,   9.09,   0.41,   3.73,    10.94,    -6.12,     6.31
67.630,          ,   9.10,   0.42,   3.75,    12.56,     5.75,     4.62
67.640,          ,   9.10,   0.42,   3.75,    11.12,     9.75,     3.94
67.645,          ,   9.05,   0.31,   3.66,    11.12,     9.75,     3.94
67.650,          ,   9.26,   0.22,   3.66,     9.88,     4.88,     4.38
67.655,          ,   9.26,   0.22,   3.66,     9.88,     4.88,     4.38
67.660,          ,   9.26,   0.22,   3.66,     9.69,     5.81,     4.88
67.665,          ,   9.46,   0.25,   3.71,     9.69,     5.81,     4.88
67.670,          ,   9.27,   0.22,   3.33,     9.12,    10.38,     5.44
67.675,          ,   9.27,   0.22,   3.33,     9.12,    10.38,     5.44
67.680,          ,   9.03,   0.17,   3.08,     9.81,    10.31,     5.94
67.685,          ,   9.03,   0.17,   3.08,     9.81,    10.31,     5.94
67.690,          ,   8.92,   0.07,   2.91,    11.12,     5.50,     6.75
67.695,          ,   8.92,   0.07,   2.91,    11.12,     5.50,     6.75
67.700,          ,   8.88,  -0.03,   2.98,    12.38,    -1.00,     7.62
67.705,          ,   8.88,  -0.03,   2.98,    12.38,    -1.00,     7.62
67.715,          ,   8.82,  -0.07,   3.04,    13.25,    -5.12,     7.62
67.720,          ,   8.82,  -0.07,   3.04,    14.44,    -8.38,     7.19
67.725,          ,   8.85,  -0.08,   3.07,    14.44,    -8.38,     7.19
67.730,          ,   8.81,  -0.07,   3.14,    16.19,   -10.44,     7.56
67.750,          ,   8.81,  -0.07,   3.14,    16.19,   -10.44,     7.56
67.755,          ,   8.75,  -0.02,   3.14,    17.44,    -9.81,     7.06
67.760,          ,   8.76,  -0.13,   3.21,    18.19,    -9.38,     7.12
67.765,          ,   8.76,  -0.13,   3.21,    18.19,    -9.38,     7.12
67.770,          ,   8.78,  -0.11,   3.43,    18.75,   -10.94,     7.50
67.775,          ,   8.78,  -0.11,   3.43,    18.19,   -12.38,     7.88
67.780,          ,   9.12,  -0.09,   3.26,    18.19,   -12.38,     7.88
67.785,          ,   9.12,  -0.09,   3.26,    17.75,    -9.81,     7.88
67.795,          ,   9.22,  -0.02,   3.14,    17.75,    -9.81,     7.88
67.800,          ,   9.22,  -0.02,   3.14,    17.44,    -4.06,     8.12
67.805,          ,   9.10,   0.00,   2.87,    17.44,    -4.06,     8.12
67.810,          ,   8.88,  -0.07,   2.98,    18.25,    -2.56,     8.19
67.815,          ,   8.88,  -0.07,   2.98,    18.25,    -2.56,     8.19
67.820,          ,   9.06,   0.01,   2.91,    15.69,   -11.69,     9.31
67.825,          ,   9.06,   0.01,   2.91,    15.69,   -11.69,     9.31
67.830,          ,   9.02,   0.10,   2.77,    13.81,   -22.06,    10.75
67.840,          ,   9.02,   0.10,   2.77,    14.31,   -26.75,    10.56
67.845,          ,   8.99,   0.24,   2.84,    14.31,   -26.75,    10.56
67.850,          ,   8.99,   0.24,   2.84,    14.12,   -28.94,    10.31
67.855,          ,   9.10,   0.41,   2.84,    14.12,   -28.94,    10.31
67.860,          ,   9.10,   0.41,   2.84,    15.75,   -28.19,    10.88
67.865,          ,   9.11,   0.35,   2.67,    15.75,   -28.19,    10.88
67.870,          ,   8.84,   0.23,   2.94,    17.56,   -22.25,    10.44
67.875,          ,   8.84,   0.23,   2.94,    17.56,   -22.25,    10.44
67.880,          ,   8.55,   0.03,   2.73,    15.38,   -16.19,     9.31
67.885,          ,   8.55,   0.03,   2.73,    15.38,   -16.19,     9.31
67.890,          ,   8.37,  -0.15,   2.49,    12.94,   -19.81,     7.31
67.900,          ,   8.37,  -0.15,   2.49,    12.94,   -19.81,     7.31
67.915,          ,   8.41,  -0.03,   2.87,    10.25,   -23.38,     5.81
67.920,          ,   8.47,   0.18,   2.65,    -0.44,   -29.94,     5.69
67.925,          ,   8.47,   0.18,   2.65,    -0.44,   -29.94,     5.69
67.935,          ,   9.15,   0.12,   2.13,     1.31,   -36.69,     9.44
67.940,          ,   9.15,   0.12,   2.13,     4.81,   -23.62,    10.56
67.945,          ,   8.91,   0.07,   3.48,     4.81,   -23.62,    10.56
67.950,          ,   8.91,   0.07,   3.48,     1.50,   -11.75,     9.25
67.955,          ,   8.63,  -0.37,   2.47,     1.50,   -11.75,     9.25
67.960,          ,   8.38,  -0.47,   1.91,     4.12,   -21.25,     9.25
67.965,          ,   8.38,  -0.47,   1.91,     4.12,   -21.25,     9.25
67.970,          ,   8.62,  -0.49,   3.04,     5.75,   -26.56,     8.69
67.975,          ,   8.62,  -0.49,   3.04,     5.75,   -26.56,     8.69
67.980,          ,   9.21,  -0.65,   2.30,     4.00,   -23.44,    10.81
67.985,          ,   9.21,  -0.65,   2.30,     4.00,   -23.44,    10.81
67.990,          ,   9.33,  -0.70,   1.83,     7.12,   -18.12,    12.00
67.995,          ,   9.33,  -0.70,   1.83,     7.12,   -18.12,    12.00
68.000,          ,   8.87,  -0.59,   2.31,    10.56,   -11.75,    12.69
68.005,          ,   8.87,  -0.59,   2.31,    10.56,   -11.75,    12.69
68.010,          ,   8.59,  -0.46,   3.38,     9.44,   -17.75,    12.94
68.015,          ,   8.59,  -0.46,   3.38,     5.56,   -18.69,    13.81
68.025,          ,   9.22,  -0.48,   2.88,     5.56,   -18.69,    13.81
68.030,          ,   9.22,  -0.48,   2.88,     4.81,    -6.75,    13.88
68.035,          ,   9.33,  -0.51,   2.57,     4.81,    -6.75,    13.88
68.040,          ,   9.47,  -0.46,   2.94,     3.50,     0.56,    13.81
68.045,          ,   9.47,  -0.46,   2.94,     3.50,     0.56,    13.81
68.050,          ,   9.67,  -0.46,   3.04,    -0.88,    -2.44,    14.38
68.055,          ,   9.67,  -0.46,   3.04,    -0.88,    -2.44,    14.38
68.075,          ,  10.02,  -0.47,   2.37,    -3.12,    -5.50,    15.00
68.080,          ,   9.89,  -0.43,   2.26,    -3.19,    -8.06,    15.50
68.085,          ,   9.76,  -0.43,   2.31,    -3.19,    -8.06,    15.50
68.090,          ,   9.77,  -0.65,   2.64,    -3.62,   -14.81,    15.06
68.095,          ,   9.77,  -0.65,   2.64,    -3.62,   -14.81,    15.06
68.100,          ,   9.91,  -0.76,   2.67,    -3.56,   -18.62,    14.31
68.105,          ,   9.91,  -0.76,   2.67,    -3.56,   -18.62,    14.31
68.110,          ,  10.01,  -0.79,   2.81,    -2.94,   -17.25,    13.31
68.115,          ,  10.01,  -0.79,   2.81,    -2.56,   -12.75,    12.88
68.120,          ,   9.97,  -0.78,   2.88,    -2.56,   -12.75,    12.88
68.125,          ,   9.97,  -0.78,   2.88,    -1.69,   -10.56,    12.62
68.135,          ,   9.61,  -0.71,   2.82,    -1.69,   -10.56,    12.62
68.140,          ,   9.61,  -0.71,   2.82,    -1.69,   -11.88,    12.12
68.145,          ,   9.62,  -0.80,   2.79,    -1.69,   -11.88,    12.12
68.150,          ,   9.60,  -0.89,   2.73,    -1.88,   -12.75,    12.06
68.155,          ,   9.60,  -0.89,   2.73,    -1.88,   -12.75,    12.06
68.160,          ,   9.50,  -0.88,   2.68,    -2.56,   -11.94,    11.25
68.165,          ,   9.50,  -0.88,   2.68,    -2.56,   -11.94,    11.25
68.170,          ,   9.04,  -0.84,   2.77,    -3.38,   -12.44,    10.44
68.175,          ,   9.04,  -0.84,   2.77,    -3.38,   -12.44,    10.44
68.180,          ,   8.99,  -0.81,   2.65,    -4.62,   -14.00,    10.31
68.185,          ,   8.99,  -0.81,   2.65,    -4.81,   -17.44,    10.19
68.190,          ,   8.95,  -0.87,   2.65,    -4.81,   -17.44,    10.19
68.195,          ,   8.95,  -0.87,   2.65,    -4.81,   -17.44,    10.19
68.200,          ,   9.03,  -1.02,   2.54,    -6.25,   -19.56,     9.88
68.205,          ,   9.03,  -1.02,   2.54,    -6.25,   -19.56,     9.88
68.210,          ,   8.97,  -0.98,   2.32,    -8.38,   -18.69,     9.56
68.220,          ,   8.97,  -0.98,   2.32,    -9.44,   -16.31,     9.50
68.240,          ,   8.78,  -0.91,   2.52,    -9.44,   -16.31,     9.50
68.245,          ,   8.65,  -1.17,   2.49,   -13.12,   -18.50,    10.19
68.250,          ,   8.96,  -1.41,   2.24,   -13.88,   -16.06,    10.56
68.255,          ,   8.96,  -1.41,   2.24,   -13.88,   -16.06,    10.56
68.260,          ,   8.90,  -1.39,   2.26,   -14.44,   -11.38,    11.38
68.265,          ,   8.90,  -1.39,   2.26,   -14.44,   -11.38,    11.38
68.270,          ,   8.90,  -1.35,   2.21,   -15.00,    -9.75,    12.12
68.275,          ,   8.90,  -1.35,   2.21,   -15.25,    -9.06,    12.81
68.280,          ,   8.94,  -1.26,   2.29,   -15.25,    -9.06,    12.81
68.285,          ,   8.94,  -1.26,   2.29,   -15.19,    -5.81,    13.50
68.290,          ,   8.97,  -1.38,   2.06,   -15.19,    -5.81,    13.50
68.295,          ,   8.97,  -1.38,   2.06,   -13.00,    -5.44,    13.12
68.300,          ,   8.99,  -1.37,   2.53,   -13.00,    -5.44,    13.12
68.310,          ,   8.99,  -1.37,   2.53,   -13.38,    -7.56,    12.00
68.315,          ,   9.00,  -1.43,   2.82,   -13.38,    -7.56,    12.00
68.320,          ,   8.90,  -1.46,   2.52,   -15.38,    -9.75,    10.81
68.325,          ,   8.90,  -1.46,   2.52,   -15.38,    -9.75,    10.81
68.330,          ,   9.57,  -1.42,   1.78,   -12.75,   -14.38,    11.25
68.335,          ,   9.57,  -1.42,   1.78,   -12.75,   -14.38,    11.25
68.340,          ,   9.68,  -1.37,   2.30,    -6.88,    -8.56,    12.06
68.345,          ,   9.68,  -1.37,   2.30,    -6.88,    -8.56,    12.06
68.350,          ,   9.22,  -1.19,   2.87,    -5.88,     6.00,    10.88
68.355,          ,   9.22,  -1.19,   2.87,    -5.88,     6.00,    10.88
68.360,          ,   9.04,  -1.31,   2.00,    -6.06,     6.31,     9.69
68.365,          ,   9.04,  -1.31,   2.00,    -4.25,    -2.69,     8.06
68.370,          ,   9.37,  -1.32,   2.59,    -4.25,    -2.69,     8.06
68.375,          ,   9.37,  -1.32,   2.59,    -1.56,    -3.69,     9.38
68.385,          ,   9.92,  -1.22,   2.00,    -1.56,    -3.69,     9.38
68.400,          ,   9.74,  -1.23,   1.35,     2.12,     6.81,     9.94
68.405,          ,   9.12,  -1.15,   1.82,     7.19,    -3.44,     8.69
68.415,          ,   9.62,  -1.22,   2.64,     7.19,    -3.44,     8.69
68.420,          ,  10.26,  -1.09,   2.43,     8.88,    -2.56,     9.00
68.425,          ,  10.26,  -1.09,   2.43,     8.88,    -2.56,     9.00
68.430,          ,   9.92,  -1.09,   2.02,     9.12,    20.00,     8.00
68.435,          ,   9.92,  -1.09,   2.02,     9.12,    20.00,     8.00
68.440,          ,   9.18,  -1.21,   1.82,     9.25,    23.88,     7.06
68.445,          ,   9.18,  -1.21,   1.82,     9.25,    23.88,     7.06
68.450,          ,   9.54,  -1.15,   2.05,     9.56,     3.12,     7.00
68.455,          ,   9.54,  -1.15,   2.05,     9.56,     3.12,     7.00
68.460,          ,   9.86,  -1.06,   2.00,     9.81,    -4.69,     7.31
68.465,          ,   9.86,  -1.06,   2.00,    10.94,     2.69,     7.25
68.475,          ,   9.59,  -1.01,   1.78,    10.94,     2.69,     7.25
68.480,          ,   8.94,  -1.08,   1.79,    12.62,     1.31,     6.75
68.485,          ,   8.94,  -1.08,   1.79,    12.62,     1.31,     6.75
68.490,          ,   9.09,  -1.16,   1.71,    13.25,    -8.69,     6.69
68.495,          ,   9.09,  -1.16,   1.71,    13.25,    -8.69,     6.69
68.500,          ,   9.16,  -1.23,   1.68,    13.62,   -11.50,     6.44
68.505,          ,   9.16,  -1.23,   1.68,    13.62,   -11.50,     6.44
68.510,          ,   9.09,  -1.28,   1.82,    13.06,    -8.75,     6.75
68.515,          ,   9.09,  -1.28,   1.82,    12.00,    -6.88,     7.38
68.520,          ,   9.00,  -1.30,   1.45,    12.00,    -6.88,     7.38
68.525,          ,   9.00,  -1.30,   1.45,    13.44,    -8.50,     7.81
68.535,          ,   8.97,  -1.30,   1.78,    13.44,    -8.50,     7.81
68.540,          ,   8.95,  -1.38,   2.01,    13.56,    -7.88,     8.00
68.545,          ,   8.95,  -1.38,   2.01,    13.56,    -7.88,     8.00
68.560,          ,   8.89,  -1.44,   1.67,    12.62,    -3.56,     8.56
68.565,          ,   8.61,  -1.50,   1.59,    11.81,    -2.94,     9.44
68.570,          ,   8.59,  -1.47,   1.89,    11.81,    -2.94,     9.44
68.575,          ,   8.59,  -1.47,   1.89,     9.75,    -3.00,    10.00
68.585,          ,   8.61,  -1.49,   1.87,     9.75,    -3.00,    10.00
68.590,          ,   8.71,  -1.50,   1.82,     9.12,    -2.06,    10.06
68.595,          ,   8.71,  -1.50,   1.82,     9.12,    -2.06,    10.06
68.600,          ,   8.96,  -1.52,   2.08,     9.06,     1.69,     9.81
68.605,          ,   8.96,  -1.52,   2.08,     9.06,     1.69,     9.81
68.610,          ,   9.01,  -1.57,   2.04,     7.19,     7.50,    10.19
68.615,          ,   9.01,  -1.57,   2.04,     5.19,    13.00,    10.75
68.620,          ,   9.03,  -1.70,   2.01,     5.19,    13.00,    10.75
68.625,          ,   9.03,  -1.70,   2.01,     5.19,    13.00,    10.75
68.630,          ,   9.06,  -1.74,   2.30,     2.88,    18.81,    11.44
68.635,          ,   9.06,  -1.74,   2.30,    -2.19,    23.50,    12.62
68.640,          ,   8.98,  -1.73,   2.16,    -2.19,    23.50,    12.62
68.645,          ,   8.98,  -1.73,   2.16,    -2.19,    23.50,    12.62
68.650,          ,   9.09,  -1.72,   2.13,    -4.75,    22.12,    13.44
68.655,          ,   9.09,  -1.72,   2.13,    -4.75,    22.12,    13.44
68.665,          ,   9.32,  -1.63,   2.50,    -4.88,    19.75,    13.31
68.670,          ,   9.41,  -1.56,   2.75,    -4.94,    25.31,    12.38
68.675,          ,   9.41,  -1.56,   2.75,    -4.94,    25.31,    12.38
68.680,          ,   9.26,  -1.59,   2.67,    -4.31,    36.25,    10.75
68.685,          ,   9.26,  -1.59,   2.67,    -4.31,    36.25,    10.75
68.690,          ,   9.07,  -1.67,   2.53,    -3.69,    45.31,     9.19
68.695,          ,   9.07,  -1.67,   2.53,    -3.69,    45.31,     9.19
68.700,          ,   9.02,  -1.67,   2.52,    -3.62,    47.12,     8.00
68.705,          ,   9.02,  -1.67,   2.52,    -3.62,    47.12,     8.00
68.725,          ,   9.07,  -1.69,   2.70,    -5.12,    45.69,     7.00
68.730,          ,   9.32,  -1.67,   2.40,   -11.50,    27.06,     4.62
68.735,          ,   9.32,  -1.67,   2.40,    -8.12,    21.06,     5.19
68.745,          ,   9.76,  -1.51,   2.39,    -8.12,    21.06,     5.19
68.750,          ,   9.78,  -1.31,   2.94,    -4.44,    30.25,     3.50
68.755,          ,   9.78,  -1.31,   2.94,    -4.44,    30.25,     3.50
68.760,          ,   9.68,  -1.14,   3.18,    -5.31,    38.44,     0.06
68.765,          ,   9.68,  -1.14,   3.18,    -5.31,    38.44,     0.06
68.770,          ,   9.32,  -1.15,   4.09,    -6.19,    42.12,    -3.81
68.775,          ,   9.32,  -1.15,   4.09,    -6.19,    42.12,    -3.81
68.780,          ,   9.28,  -1.40,   3.94,    -9.62,    42.81,    -5.38
68.785,          ,   9.28,  -1.40,   3.94,    -8.25,    35.19,    -4.56
68.790,          ,   9.55,  -1.50,   2.89,    -8.25,    35.19,    -4.56
68.795,          ,   9.55,  -1.50,   2.89,    -3.06,    28.75,    -4.81
68.800,          ,   9.33,  -1.63,   2.66,    -3.06,    28.75,    -4.81
68.805,          ,   9.33,  -1.63,   2.66,    -3.38,    17.19,    -6.06
68.810,          ,   8.76,  -1.64,   3.37,    -3.38,    17.19,    -6.06
68.815,          ,   8.82,  -1.58,   3.88,    -5.31,    -3.00,    -6.50
68.825,          ,   8.82,  -1.58,   3.88,    -5.31,    -3.00,    -6.50
68.830,          ,   9.24,  -1.45,   3.70,    -4.62,    -7.25,    -7.19
68.835,          ,   9.24,  -1.45,   3.70,    -4.62,    -7.25,    -7.19
68.840,          ,   9.36,  -1.24,   3.75,    -0.81,     2.44,    -8.88
68.845,          ,   9.36,  -1.24,   3.75,    -0.81,     2.44,    -8.88
68.850,          ,   9.26,  -1.29,   3.93,    -1.12,     7.94,   -10.56
68.855,          ,   9.26,  -1.29,   3.93,    -1.12,     7.94,   -10.56
68.860,          ,   9.26,  -1.46,   3.67,    -4.44,     6.44,   -11.19
68.865,          ,   9.26,  -1.46,   3.67,    -5.81,     5.31,   -10.69
68.875,          ,   9.18,  -1.65,   3.21,    -5.81,     5.31,   -10.69
68.890,          ,   9.02,  -1.64,   3.27,    -5.62,     5.88,   -10.44
68.895,          ,   8.93,  -1.65,   3.32,    -4.50,     4.88,   -10.31
68.900,          ,   8.86,  -1.73,   3.30,    -3.19,     4.19,   -10.56
68.905,          ,   8.86,  -1.73,   3.30,    -2.31,     3.56,   -10.88
68.915,          ,   8.67,  -1.92,   3.19,    -2.31,     3.56,   -10.88
68.920,          ,   8.55,  -1.99,   3.18,    -2.12,     1.00,   -10.69
68.925,          ,   8.55,  -1.99,   3.18,    -2.12,     1.00,   -10.69
68.930,          ,   8.60,  -2.06,   3.16,    -1.88,    -1.88,   -10.62
