Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
0.000,      long,   9.38,   2.50,   3.56,    -1.94,     3.25,    26.69
0.005,          ,   9.38,   2.50,   3.56,    -1.94,     3.25,    26.69
0.010,          ,   8.74,   3.01,   3.51,     0.19,     1.00,    25.12
0.015,          ,   9.59,   1.78,   3.51,     0.06,     0.19,    26.12
0.025,          ,   9.59,   1.78,   3.51,     0.06,     0.19,    26.12
0.030,          ,   9.58,   1.13,   3.77,    -0.94,     4.00,    29.69
0.035,          ,   9.58,   1.13,   3.77,    -0.94,     4.00,    29.69
0.040,          ,   7.25,   1.02,   2.93,    -2.06,    18.12,    35.31
0.045,          ,   7.25,   1.02,   2.93,    -2.06,    18.12,    35.31
0.050,          ,   7.13,   0.76,   3.09,    -3.50,    10.19,    34.38
0.055,          ,   7.13,   0.76,   3.09,    -3.50,    10.19,    34.38
0.060,          ,   7.13,   0.30,   3.19,    -3.69,    -2.69,    26.50
0.065,          ,   7.13,   0.30,   3.19,    -3.69,    -2.69,    26.50
0.070,          ,   7.21,   0.68,   3.86,    -3.00,   -20.88,    18.50
0.075,          ,   7.21,   0.68,   3.86,    -2.44,   -42.00,    14.38
0.085,          ,  10.38,   1.36,   3.48,    -2.44,   -42.00,    14.38
0.090,          ,  12.02,   2.04,   3.77,    -2.69,   -52.31,     6.31
0.095,          ,  12.02,   2.04,   3.77,    -2.69,   -52.31,     6.31
0.100,          ,  11.06,   1.68,   2.90,    -2.69,   -16.19,     1.62
0.105,          ,  11.06,   1.68,   2.90,    -2.69,   -16.19,     1.62
0.110,          ,  10.20,   1.35,   2.47,    -2.06,    -3.44,     3.69
0.115,          ,  10.20,   1.35,   2.47,    -2.06,    -3.44,     3.69
0.120,          ,  10.25,   0.94,   2.73,    -3.69,   -15.81,    12.06
0.125,          ,  10.25,   0.94,   2.73,    -4.19,   -15.38,    24.81
0.130,          ,   8.93,   1.09,   2.80,    -4.19,   -15.38,    24.81
0.150,          ,   8.93,   1.09,   2.80,    -3.50,   -22.44,    28.81
0.155,          ,   8.25,   1.33,   2.96,     0.25,   -53.62,     9.44
0.160,          ,   9.92,   1.87,   3.49,     0.25,   -53.62,     9.44
0.165,          ,   9.77,   1.25,   3.10,    -2.00,   -37.44,     4.88
0.175,          ,   9.77,   1.25,   3.10,    -2.00,   -37.44,     4.88
0.180,          ,   9.65,   0.71,   3.01,    -3.62,   -25.44,     4.25
0.185,          ,   9.65,   0.71,   3.01,    -3.62,   -25.44,     4.25
0.190,          ,   9.52,   0.84,   2.80,    -1.50,   -21.44,     6.00
0.195,          ,   9.52,   0.84,   2.80,    -0.44,   -17.25,    10.62
0.200,          ,   8.21,   2.06,   2.92,    -0.44,   -17.25,    10.62
0.205,          ,   8.21,   2.06,   2.92,    -4.12,    -3.06,    13.81
0.210,          ,   6.19,   2.55,   3.31,    -4.12,    -3.06,    13.81
0.215,          ,   6.19,   2.55,   3.31,    -9.19,     7.69,    13.25
0.225,          ,   3.61,   2.19,   2.82,    -9.19,     7.69,    13.25
0.230,          ,   1.69,   2.09,   2.41,    -9.25,    -9.25,     7.94
0.235,          ,   1.69,   2.09,   2.41,    -9.25,    -9.25,     7.94
0.240,          ,   3.58,   0.95,   2.38,    -7.62,   -57.00,    -4.88
0.245,          ,   3.58,   0.95,   2.38,    -7.62,   -57.00,    -4.88
0.250,          ,   6.32,   0.45,   2.12,    -6.12,  -126.62,   -15.38
0.255,          ,   6.32,   0.45,   2.12,    -6.12,  -126.62,   -15.38
0.260,          ,   8.54,   1.73,   1.14,    -0.62,  -170.00,   -20.00
0.265,          ,   8.54,   1.73,   1.14,    -0.62,  -170.00,   -20.00
0.275,          ,  10.98,   1.92,   1.47,    13.69,  -205.50,   -26.00
0.280,          ,  10.99,   1.15,   2.04,    13.50,  -256.88,   -29.75
0.285,          ,  10.99,   1.15,   2.04,    13.50,  -256.88,   -29.75
0.290,          ,   9.73,  -2.17,   0.99,   -11.00,  -264.19,   -29.00
0.295,          ,   9.73,  -2.17,   0.99,   -11.06,  -275.50,   -25.00
0.300,          ,  10.91,  -0.90,  -2.03,   -11.06,  -275.50,   -25.00
0.320,          ,  10.91,  -0.90,  -2.03,     2.25,  -252.50,   -26.50
0.325,          ,  16.55,   1.84,  -2.60,    16.94,  -137.50,    -7.88
0.335,          ,  14.25,   2.85,   1.17,    16.94,  -137.50,    -7.88
0.340,          ,  10.98,   2.03,  -0.96,    -9.88,  -148.38,     9.06
0.345,          ,  10.98,   2.03,  -0.96,    -9.88,  -148.38,     9.06
0.350,          ,  11.37,   2.06,  -1.44,    -9.94,  -166.19,    -1.50
0.355,          ,  11.37,   2.06,  -1.44,    -9.94,  -166.19,    -1.50
0.360,          ,  13.00,   1.13,  -1.06,   -18.12,  -134.75,   -14.19
0.365,          ,  13.00,   1.13,  -1.06,    -6.19,   -49.81,   -17.19
0.370,          ,  11.10,   1.07,  -1.54,    -6.19,   -49.81,   -17.19
0.375,          ,  10.77,   1.53,  -1.79,    -3.50,   -14.31,   -20.19
0.385,          ,  10.77,   1.53,  -1.79,    -3.50,   -14.31,   -20.19
0.390,          ,  11.28,   2.01,  -0.81,     1.19,   -24.19,   -17.69
0.395,          ,  11.28,   2.01,  -0.81,     1.19,   -24.19,   -17.69
0.400,          ,   9.88,   1.81,  -0.05,     2.56,   -53.31,   -10.69
0.405,          ,   9.88,   1.81,  -0.05,     2.56,   -53.31,   -10.69
0.410,          ,   9.24,   1.73,  -0.87,   -13.06,   -77.94,    -1.00
0.415,          ,   9.24,   1.73,  -0.87,   -29.00,   -80.88,     3.69
0.425,          ,   8.85,   1.50,  -0.92,   -29.00,   -80.88,     3.69
0.430,          ,   7.96,   0.79,  -1.01,   -35.25,   -71.88,     1.38
0.435,          ,   7.96,   0.79,  -1.01,   -35.25,   -71.88,     1.38
0.440,          ,   7.73,   0.60,  -1.18,   -26.06,   -83.69,    -5.50
0.445,          ,   7.73,   0.60,  -1.18,   -26.06,   -83.69,    -5.50
0.450,          ,   8.02,   0.53,  -1.77,   -11.81,  -136.75,    -6.31
0.455,          ,   8.02,   0.53,  -1.77,   -11.81,  -136.75,    -6.31
0.460,          ,   8.58,   2.01,  -1.07,    -4.44,  -213.12,    -3.12
0.470,          ,   9.57,   1.68,  -3.21,   -15.38,  -259.44,    -8.75
0.475,          ,   9.57,   1.68,  -3.21,   -15.38,  -259.44,    -8.75
0.495,          ,  10.98,   1.26,  -2.34,   -20.62,  -274.31,   -11.56
0.500,          ,   7.49,   1.02,  -4.05,   -27.88,  -170.62,    -0.31
0.505,          ,   7.49,   1.02,  -4.05,   -27.88,  -170.62,    -0.31
0.510,          ,   7.81,   0.90,  -5.12,   -26.81,  -202.50,     6.38
0.515,          ,   7.81,   0.90,  -5.12,   -26.81,  -202.50,     6.38
0.520,          ,  10.13,   1.16,  -2.51,   -13.19,  -260.69,    12.56
0.525,          ,  10.13,   1.16,  -2.51,   -14.19,  -244.06,    19.00
0.535,          ,  11.73,   1.00,  -0.83,   -14.19,  -244.06,    19.00
0.540,          ,  12.18,   2.27,   3.30,   -25.19,  -149.19,    21.69
0.545,          ,  12.18,   2.27,   3.30,   -25.19,  -149.19,    21.69
0.550,          ,  15.07,   5.10,   2.59,   -44.00,   -10.44,    25.19
0.555,          ,  15.07,   5.10,   2.59,   -44.00,   -10.44,    25.19
0.560,          ,  11.59,  -4.21,  -0.85,   -86.75,   134.25,    46.25
0.565,          ,  11.59,  -4.21,  -0.85,   -65.19,   311.12,    42.56
0.575,          ,  11.26,   2.54,  -4.98,   -65.19,   311.12,    42.56
0.580,          ,   5.45,   0.51,  -9.39,   -42.31,   307.31,    40.50
0.585,          ,   5.45,   0.51,  -9.39,   -42.31,   307.31,    40.50
0.590,          ,   5.45,   1.51,  -7.60,   -13.06,   119.19,    42.31
0.595,          ,   5.45,   1.51,  -7.60,   -13.06,   119.19,    42.31
0.600,          ,   7.65,   1.13,  -3.07,    -6.00,   -91.12,    40.50
0.605,          ,   7.65,   1.13,  -3.07,    -6.00,   -91.12,    40.50
0.610,          ,  12.55,   1.39,  -1.23,    -2.50,  -143.69,    24.50
0.620,          ,  12.68,  -3.69,  -1.10,     6.81,    44.44,     0.25
0.625,          ,  12.68,  -3.69,  -1.10,     6.81,    44.44,     0.25
0.630,          ,  12.76,   8.16,  -1.66,    37.88,   215.88,   -29.31
0.635,          ,  12.76,   8.16,  -1.66,    37.88,   215.88,   -29.31
0.640,          ,  10.48,  -1.43, -14.86,    38.69,   384.12,   -21.12
0.660,          ,  10.48,  -1.43, -14.86,    56.88,   368.25,    -9.12
0.665,          ,   5.64,   1.58, -11.83,    62.62,    96.94,    -2.56
0.675,          ,   6.11,   2.49,  -2.30,    66.75,   -80.44,    -2.50
0.680,          ,   9.13,   0.81,   0.51,    60.88,  -134.69,    -6.31
0.685,          ,   9.13,   0.81,   0.51,    60.88,  -134.69,    -6.31
0.690,          ,   9.65,   1.86,  -0.29,    58.19,     1.06,    -7.19
0.695,          ,   9.65,   1.86,  -0.29,    58.19,     1.06,    -7.19
0.700,          ,   8.36,   1.14,  -4.48,    45.88,   157.94,    -5.88
0.705,          ,   8.36,   1.14,  -4.48,    45.88,   157.94,    -5.88
0.710,          ,   9.01,   1.60,  -7.97,    28.12,   143.69,    -7.00
0.715,          ,   7.39,   1.16,  -4.05,    10.81,    39.69,    -8.69
0.725,          ,   7.39,   1.16,  -4.05,    10.81,    39.69,    -8.69
0.730,          ,  12.22,   1.28,   0.17,   -12.00,   -84.12,    -7.75
0.735,          ,  12.22,   1.28,   0.17,   -12.00,   -84.12,    -7.75
0.740,          ,  11.33,   1.16,   0.49,   -33.69,   -46.50,     0.12
0.745,          ,  11.33,   1.16,   0.49,   -42.50,    55.69,    11.44
0.750,          ,   9.17,   1.18,  -0.95,   -42.50,    55.69,    11.44
0.755,          ,   9.17,   1.18,  -0.95,   -42.50,    55.69,    11.44
0.760,          ,   8.83,   1.12,  -4.10,   -36.19,    59.75,    19.50
0.765,          ,   8.83,   1.12,  -4.10,   -19.06,     5.56,    19.56
0.775,          ,   8.86,   1.27,  -1.26,   -19.06,     5.56,    19.56
0.780,          ,  11.26,   1.05,  -0.68,    -5.06,   -54.25,    13.12
0.785,          ,  11.26,   1.05,  -0.68,    -5.06,   -54.25,    13.12
0.790,          ,  12.11,   1.30,  -0.53,     5.56,   -25.75,     4.88
0.795,          ,  12.11,   1.30,  -0.53,     9.81,    39.06,     1.25
0.800,          ,  10.77,   1.61,   0.32,     9.81,    39.06,     1.25
0.805,          ,  10.77,   1.61,   0.32,     9.81,    39.06,     1.25
0.810,          ,  10.40,   0.85,  -2.88,    11.62,    52.94,    -0.12
0.830,          ,  10.40,   0.85,  -2.88,    25.25,    61.75,    -3.06
0.835,          ,   9.66,   1.43,  -1.43,    39.12,    33.25,    -2.19
0.845,          ,  10.16,   1.19,  -1.44,    39.12,    33.25,    -2.19
0.850,          ,   9.36,   1.20,  -4.45,    40.19,    75.69,    -0.56
0.855,          ,   9.36,   1.20,  -4.45,    40.19,    75.69,    -0.56
0.860,          ,   8.57,   1.23,  -5.90,    37.12,    91.75,     0.88
0.865,          ,   8.57,   1.23,  -5.90,    37.12,    91.75,     0.88
0.870,          ,   8.85,   1.05,  -6.53,    32.00,    46.94,    -1.50
0.875,          ,   8.85,   1.05,  -6.53,    24.81,     9.94,     1.75
0.885,          ,   9.94,   1.13,  -6.03,    24.81,     9.94,     1.75
0.890,          ,   8.85,  -0.42, -10.77,     1.88,    80.06,     4.44
0.895,          ,   8.85,  -0.42, -10.77,     1.88,    80.06,     4.44
0.900,          ,  13.54,   0.47, -12.98,   -35.44,   -70.94,    -6.38
0.905,          ,  13.54,   0.47, -12.98,   -35.44,   -70.94,    -6.38
0.910,          ,   9.62,  12.73,   6.17,   -80.81,    65.62,    92.12
0.915,          ,   9.62,  12.73,   6.17,  -968.56,  1261.44,    60.50
0.920,          , -26.93,  37.48, -21.44,  -968.56,  1261.44,    60.50
0.925,          ,   2.38,  16.48, -14.61,   212.06,   976.62,  -234.19
0.935,          ,   2.38,  16.48, -14.61,   212.06,   976.62,  -234.19
0.940,          , -27.00, -10.06,  31.36,   618.81,   103.25,   566.81
0.945,          , -27.00, -10.06,  31.36,   618.81,   103.25,   566.81
0.950,          ,   0.93, -15.78, -37.41,  -104.00,   -52.69,    19.06
0.955,          ,   0.93, -15.78, -37.41,  -104.00,   -52.69,    19.06
0.960,          ,   3.42,   2.77,   9.13,    17.50,    33.19,    -6.12
0.965,          ,   3.42,   2.77,   9.13,    17.50,    33.19,    -6.12
0.970,          ,  15.13,   1.69,  -0.28,    22.50,    10.25,     4.31
0.975,          ,  15.13,   1.69,  -0.28,    22.69,   -60.19,    -7.31
0.980,          ,  13.20,   1.78,   1.14,    22.69,   -60.19,    -7.31
1.000,          ,   9.76,   1.60,   6.02,    10.19,   -26.62,    -2.50
1.005,          ,  11.57,   0.86,   1.38,   -10.62,   -38.50,     3.56
1.010,          ,   9.82,   1.36,   1.16,    -2.25,   -18.75,     3.44
1.015,          ,   9.14,   1.82,   3.14,     9.00,    11.25,     0.81
1.025,          ,   9.14,   1.82,   3.14,     9.00,    11.25,     0.81
1.030,          ,   8.70,   1.76,   2.70,     3.94,    15.06,     1.44
1.035,          ,   8.70,   1.76,   2.70,     3.94,    15.06,     1.44
1.040,          ,   9.14,   1.03,   1.29,     3.19,     0.19,     3.94
1.045,          ,   9.14,   1.03,   1.29,     8.44,    -4.56,     4.56
1.050,          ,   9.35,   1.09,   1.56,     8.44,    -4.56,     4.56
1.055,          ,   9.35,   1.09,   1.56,     8.62,    -3.38,     2.88
1.060,          ,   9.21,   1.12,   1.57,     8.62,    -3.38,     2.88
1.065,          ,   9.20,   1.14,   2.09,     7.31,    -7.38,     0.94
1.075,          ,   9.20,   1.14,   2.09,     7.31,    -7.38,     0.94
1.080,          ,   9.18,   1.35,   2.21,     5.00,    -1.25,     0.56
1.085,          ,   9.18,   1.35,   2.21,     5.00,    -1.25,     0.56
1.090,          ,   9.21,   1.47,   1.81,     2.19,     5.81,     1.62
1.095,          ,   9.21,   1.47,   1.81,     0.31,     7.56,     2.62
1.100,          ,   9.35,   1.56,   1.66,     0.31,     7.56,     2.62
1.105,          ,   9.35,   1.56,   1.66,    -0.50,     7.62,     3.19
1.110,          ,   9.40,   1.51,   1.70,    -0.50,     7.62,     3.19
1.115,          ,   9.40,   1.51,   1.70,    -0.81,     5.62,     3.19
1.120,          ,   9.14,   1.11,   1.73,    -0.81,     5.62,     3.19
1.125,          ,   9.03,   1.00,   1.76,    -0.62,     2.69,     3.06
1.130,          ,   9.03,   1.00,   1.76,    -0.62,     2.69,     3.06
1.140,          ,   8.97,   1.01,   1.77,    -0.25,     1.56,     2.50
1.145,          ,   8.97,   1.01,   1.77,    -0.25,     1.56,     2.50
1.160,          ,   9.01,   1.19,   1.63,     0.06,     1.94,     1.50
1.170,          ,   9.47,   1.31,   1.42,     0.06,     1.00,     1.81
1.175,          ,   9.47,   1.31,   1.42,     0.06,     1.00,     1.81
1.180,          ,   9.71,   1.31,   1.36,     0.12,     0.69,     3.19
1.185,          ,   9.71,   1.31,   1.36,     0.44,     0.38,     4.25
1.190,          ,   9.66,   1.23,   1.65,     0.44,     0.38,     4.25
1.195,          ,   9.39,   1.20,   1.74,     0.75,     0.69,     4.38
1.200,          ,   9.39,   1.20,   1.74,     0.75,     0.69,     4.38
1.210,          ,   9.14,   1.18,   1.88,     1.25,     0.50,     3.38
1.215,          ,   9.14,   1.18,   1.88,     1.25,     0.50,     3.38
1.220,          ,   8.89,   1.14,   2.01,     1.00,    -0.25,     1.94
1.225,          ,   8.89,   1.14,   2.01,     1.00,    -0.25,     1.94
1.230,          ,   8.73,   1.18,   2.15,     0.19,    -1.19,     0.50
1.235,          ,   8.73,   1.18,   2.15,    -0.50,    -3.69,    -0.25
1.240,          ,   8.81,   1.24,   2.20,    -0.50,    -3.69,    -0.25
1.245,          ,   9.01,   1.28,   2.29,    -1.12,    -6.50,    -1.00
1.255,          ,   9.01,   1.28,   2.29,    -1.12,    -6.50,    -1.00
1.260,          ,   9.19,   1.28,   2.29,    -1.75,    -7.12,    -1.38
1.265,          ,   9.19,   1.28,   2.29,    -1.75,    -7.12,    -1.38
1.270,          ,   9.23,   1.20,   1.93,    -1.69,    -5.06,    -1.25
1.275,          ,   9.23,   1.20,   1.93,    -1.44,    -3.69,    -1.94
1.280,          ,   8.96,   1.18,   2.20,    -1.44,    -3.69,    -1.94
1.285,          ,   8.96,   1.18,   2.20,    -4.44,    -8.81,    -3.12
1.290,          ,   9.17,   1.04,   2.29,    -4.44,    -8.81,    -3.12
1.300,          ,   9.62,   1.00,   1.89,    -5.81,    -9.94,    -2.19
1.305,          ,   9.62,   1.00,   1.89,    -5.81,    -9.94,    -2.19
1.310,          ,   9.30,   1.03,   2.13,    -5.56,     0.31,    -0.50
1.315,          ,   9.30,   1.03,   2.13,    -5.94,     2.50,     0.94
1.340,          ,   9.34,   0.97,   2.14,    -5.94,     2.50,     0.94
1.345,          ,   9.21,   0.77,   1.43,    -2.31,     4.75,     4.62
1.350,          ,   8.87,   0.56,   1.52,     1.12,     2.62,     5.19
1.355,          ,   8.87,   0.56,   1.52,     1.12,     2.62,     5.19
1.360,          ,   8.80,   0.42,   1.66,     4.38,    -1.75,     5.50
1.365,          ,   8.80,   0.42,   1.66,     7.00,    -2.69,     5.12
1.370,          ,   8.71,   0.37,   1.80,     7.00,    -2.69,     5.12
1.375,          ,   8.45,   0.43,   1.94,     8.25,    -0.75,     4.94
1.385,          ,   8.45,   0.43,   1.94,     8.25,    -0.75,     4.94
1.390,          ,   8.49,   0.54,   1.76,     9.00,    -0.19,     4.12
1.395,          ,   8.49,   0.54,   1.76,     9.00,    -0.19,     4.12
1.400,          ,   8.65,   0.61,   1.57,     9.38,    -0.94,     3.44
1.405,          ,   8.65,   0.61,   1.57,     9.38,    -0.94,     3.44
1.410,          ,   8.89,   0.64,   1.38,     9.94,    -1.25,     3.38
1.415,          ,   8.89,   0.64,   1.38,    11.19,    -1.31,     3.94
1.420,          ,   9.24,   0.68,   1.16,    11.19,    -1.31,     3.94
1.430,          ,   9.30,   0.67,   1.17,    12.06,    -1.88,     4.44
1.435,          ,   9.30,   0.67,   1.17,    12.06,    -1.88,     4.44
1.440,          ,   9.36,   0.62,   1.29,    14.06,    -4.19,     5.69
1.445,          ,   9.36,   0.62,   1.29,    16.25,    -5.31,     7.19
1.450,          ,   9.39,   0.56,   1.41,    16.25,    -5.31,     7.19
1.455,          ,   9.39,   0.56,   1.41,    18.31,    -6.00,     8.81
1.465,          ,   9.37,   0.36,   1.65,    18.31,    -6.00,     8.81
1.470,          ,   9.33,   0.32,   1.67,    19.88,    -6.31,    10.69
1.475,          ,   9.33,   0.32,   1.67,    22.81,    -5.75,    12.19
1.480,          ,   9.17,   0.35,   1.67,    22.81,    -5.75,    12.19
1.485,          ,   9.17,   0.35,   1.67,    26.88,    -7.56,    13.25
1.490,          ,   9.09,   0.32,   1.63,    26.88,    -7.56,    13.25
1.510,          ,   9.24,   0.46,   1.49,    30.88,   -12.62,    14.00
1.515,          ,   9.64,   0.64,   1.58,    39.19,   -17.94,    11.56
1.520,          ,   9.64,   0.64,   1.58,    39.19,   -17.94,    11.56
1.525,          ,   9.58,   0.74,   1.43,    43.56,   -12.62,     8.38
1.535,          ,   9.58,   0.74,   1.43,    43.56,   -12.62,     8.38
1.540,          ,   9.43,   0.80,   1.56,    47.88,   -12.69,     4.31
1.545,          ,   9.43,   0.80,   1.56,    47.88,   -12.69,     4.31
1.550,          ,   9.63,   0.68,   1.59,    50.75,   -18.31,     1.25
1.555,          ,   9.63,   0.68,   1.59,    50.75,   -18.31,     1.25
1.560,          ,   9.60,   0.63,   1.79,    51.50,   -19.19,    -0.44
1.565,          ,   9.40,   0.67,   2.00,    51.69,   -18.31,    -1.31
1.570,          ,   9.40,   0.67,   2.00,    51.69,   -18.31,    -1.31
1.580,          ,   9.51,   0.74,   2.25,    51.62,   -19.56,    -1.31
1.585,          ,   9.51,   0.74,   2.25,    51.62,   -19.56,    -1.31
1.590,          ,   9.72,   0.89,   2.09,    50.94,   -18.06,    -0.56
1.595,          ,   9.72,   0.89,   2.09,    49.19,   -13.12,    -0.44
1.600,          ,   9.89,   1.13,   1.83,    49.19,   -13.12,    -0.44
1.605,          ,   9.58,   1.31,   1.42,    46.62,    -6.88,     0.25
1.615,          ,   9.58,   1.31,   1.42,    46.62,    -6.88,     0.25
1.620,          ,   9.48,   1.29,   1.43,    44.81,    -6.56,     1.38
1.625,          ,   9.48,   1.29,   1.43,    44.81,    -6.56,     1.38
1.630,          ,   9.58,   1.26,   1.57,    43.19,   -12.38,     2.94
1.635,          ,   9.58,   1.26,   1.57,    40.50,   -16.69,     4.94
1.640,          ,   9.66,   1.24,   1.62,    40.50,   -16.69,     4.94
1.645,          ,   9.55,   1.44,   1.46,    37.19,   -16.00,     7.06
1.650,          ,   9.55,   1.44,   1.46,    37.19,   -16.00,     7.06
1.660,          ,   9.59,   1.58,   1.38,    33.19,   -14.31,     8.56
1.680,          ,   9.59,   1.58,   1.38,    33.19,   -14.31,     8.56
1.685,          ,   9.74,   1.78,   1.00,    25.19,   -10.50,     9.12
1.690,          ,  10.03,   1.84,   0.98,    23.19,   -12.62,     8.00
1.695,          ,  10.03,   1.84,   0.98,    22.19,   -16.50,     6.12
1.700,          ,  10.20,   1.81,   1.00,    22.19,   -16.50,     6.12
1.705,          ,  10.20,   1.81,   1.00,    21.31,   -16.81,     3.88
1.710,          ,  10.21,   1.76,   0.99,    21.31,   -16.81,     3.88
1.715,          ,  10.17,   1.70,   1.04,    20.31,   -15.88,     2.00
1.725,          ,  10.17,   1.70,   1.04,    20.31,   -15.88,     2.00
1.730,          ,   9.89,   1.69,   1.14,    20.06,   -13.50,     0.50
1.735,          ,   9.89,   1.69,   1.14,    20.06,   -13.50,     0.50
1.740,          ,   9.63,   1.76,   1.17,    19.44,   -11.25,    -0.94
1.745,          ,   9.63,   1.76,   1.17,    17.81,   -11.19,    -3.00
1.750,          ,   9.40,   1.81,   1.21,    17.81,   -11.19,    -3.00
1.755,          ,   9.40,   1.81,   1.21,    15.44,   -13.25,    -5.00
1.760,          ,   9.22,   1.83,   1.26,    15.44,   -13.25,    -5.00
1.765,          ,   9.17,   1.77,   1.57,    11.94,   -20.25,    -6.81
1.775,          ,   9.17,   1.77,   1.57,    11.94,   -20.25,    -6.81
1.780,          ,   9.50,   1.66,   1.80,     9.00,   -28.94,    -7.25
1.785,          ,   9.50,   1.66,   1.80,     7.81,   -30.44,    -6.31
1.790,          ,  10.00,   1.47,   1.84,     7.81,   -30.44,    -6.31
1.795,          ,  10.00,   1.47,   1.84,     9.31,   -22.69,    -4.19
1.800,          ,  10.23,   1.35,   1.70,     9.31,   -22.69,    -4.19
1.805,          ,  10.23,   1.35,   1.70,    11.75,   -14.25,    -4.25
1.810,          ,   9.37,   1.26,   1.86,    11.75,   -14.25,    -4.25
1.815,          ,   9.37,   1.26,   1.86,    12.50,   -17.50,    -5.75
1.820,          ,   9.56,   1.13,   1.88,    12.50,   -17.50,    -5.75
1.825,          ,   9.71,   1.00,   1.55,    11.50,   -18.00,    -6.25
1.845,          ,   9.71,   1.00,   1.55,    11.50,   -18.00,    -6.25
1.850,          ,   9.15,   1.11,   1.48,    10.62,   -15.94,    -6.69
1.860,          ,   9.24,   1.15,   1.01,    10.12,   -17.44,    -4.75
1.865,          ,   9.24,   1.15,   1.01,    10.12,   -17.44,    -4.75
1.870,          ,   8.86,   1.16,   0.73,    11.56,   -11.12,    -2.81
1.875,          ,   8.86,   1.16,   0.73,    14.50,   -12.38,    -2.19
1.880,          ,   8.60,   1.00,   0.95,    14.50,   -12.38,    -2.19
1.885,          ,   8.64,   0.86,   1.04,    16.75,   -16.44,    -1.50
1.890,          ,   8.64,   0.86,   1.04,    16.75,   -16.44,    -1.50
1.900,          ,   8.57,   0.76,   1.08,    17.88,   -16.00,    -0.62
1.905,          ,   8.57,   0.76,   1.08,    17.88,   -16.00,    -0.62
1.910,          ,   8.42,   0.77,   1.02,    18.75,   -13.38,     0.81
1.915,          ,   8.42,   0.77,   1.02,    18.75,   -13.38,     0.81
1.920,          ,   8.20,   0.89,   0.99,    18.94,   -13.62,     1.88
1.925,          ,   8.21,   1.04,   0.85,    18.75,   -17.38,     2.50
1.930,          ,   8.21,   1.04,   0.85,    18.75,   -17.38,     2.50
1.935,          ,   8.33,   1.13,   0.82,    18.12,   -21.81,     3.25
1.945,          ,   8.33,   1.13,   0.82,    18.12,   -21.81,     3.25
1.950,          ,   8.38,   1.21,   0.84,    18.38,   -25.06,     4.06
1.955,          ,   8.38,   1.21,   0.84,    18.38,   -25.06,     4.06
1.960,          ,   8.64,   1.14,   0.93,    19.44,   -27.62,     5.00
1.965,          ,   8.64,   1.14,   0.93,    19.44,   -27.62,     5.00
1.970,          ,   8.81,   1.14,   0.93,    21.19,   -27.81,     6.44
1.975,          ,   8.81,   1.14,   0.93,    23.00,   -24.19,     8.19
1.980,          ,   9.01,   1.14,   0.86,    23.00,   -24.19,     8.19
1.985,          ,   9.01,   1.14,   0.86,    24.56,   -19.38,     9.88
1.990,          ,   9.26,   1.08,   0.82,    24.56,   -19.38,     9.88
1.995,          ,   9.67,   0.99,   0.96,    26.12,   -15.00,    10.75
2.015,          ,   9.67,   0.99,   0.96,    26.12,   -15.00,    10.75
2.020,          ,   9.96,   0.79,   1.24,    31.50,    -9.50,    11.00
2.025,          ,  10.17,   0.65,   1.12,    32.69,    -6.06,    11.31
2.030,          ,  10.17,   0.65,   1.12,    32.69,    -6.06,    11.31
2.035,          ,  10.37,   0.91,   1.51,    33.56,    -1.38,    12.62
2.045,          ,  10.37,   0.91,   1.51,    33.56,    -1.38,    12.62
2.050,          ,  10.49,   1.13,   1.44,    33.31,     2.81,    14.44
2.055,          ,  10.49,   1.13,   1.44,    33.31,     2.81,    14.44
2.060,          ,  10.55,   1.26,   1.21,    29.94,     9.25,    16.38
2.065,          ,  10.55,   1.26,   1.21,    29.94,     9.25,    16.38
2.070,          ,  10.31,   1.45,   0.71,    25.12,    15.44,    19.12
2.075,          ,  10.31,   1.45,   0.71,    19.94,    15.50,    22.50
2.080,          ,  10.28,   1.45,   0.56,    19.94,    15.50,    22.50
2.085,          ,  10.41,   1.38,   0.55,    15.69,    10.12,    26.19
2.095,          ,  10.41,   1.38,   0.55,    15.69,    10.12,    26.19
2.100,          ,  10.44,   1.32,   0.60,    13.38,     5.31,    29.75
2.105,          ,  10.44,   1.32,   0.60,    13.38,     5.31,    29.75
2.110,          ,  10.23,   1.04,   0.88,    13.06,     3.31,    32.56
2.115,          ,  10.23,   1.04,   0.88,    14.12,     0.62,    34.50
2.120,          ,  10.17,   0.70,   1.20,    14.12,     0.62,    34.50
2.125,          ,  10.24,   0.44,   1.59,    15.00,    -1.25,    35.19
2.130,          ,  10.24,   0.44,   1.59,    15.00,    -1.25,    35.19
2.135,          ,  10.33,   0.31,   1.90,    16.00,     0.44,    35.50
2.145,          ,  10.33,   0.31,   1.90,    16.00,     0.44,    35.50
2.150,          ,  10.35,   0.35,   1.90,    16.88,     7.19,    35.50
2.155,          ,  10.35,   0.35,   1.90,    16.88,     7.19,    35.50
2.160,          ,  10.61,   0.36,   1.70,    17.06,    13.69,    34.75
2.175,          ,  10.61,   0.36,   1.70,    17.06,    13.69,    34.75
2.185,          ,  10.78,   0.73,   1.59,    19.25,    24.00,    33.44
