Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
2.190,          ,  10.75,   1.00,   1.74,    20.88,    24.88,    33.25
2.195,          ,  10.75,   1.00,   1.74,    23.00,    28.75,    33.44
2.200,          ,  10.60,   1.18,   1.74,    23.00,    28.75,    33.44
2.205,          ,  10.60,   1.18,   1.74,    25.38,    30.31,    32.81
2.210,          ,  10.75,   1.27,   1.76,    25.38,    30.31,    32.81
2.215,          ,  10.75,   1.27,   1.76,    27.25,    33.69,    31.69
2.220,          ,  10.77,   1.29,   1.70,    27.25,    33.69,    31.69
2.225,          ,  11.19,   0.79,   0.87,    28.12,    33.62,    30.50
2.230,          ,  11.19,   0.79,   0.87,    28.12,    33.62,    30.50
2.235,          ,  12.20,   0.37,   0.36,    28.25,    26.69,    29.25
2.245,          ,  12.20,   0.37,   0.36,    28.25,    26.69,    29.25
2.250,          ,  13.29,   0.22,   0.12,    29.88,    21.81,    28.81
2.255,          ,  13.29,   0.22,   0.12,    29.88,    21.81,    28.81
2.260,          ,  13.43,   0.46,   0.17,    33.81,    30.31,    29.31
2.265,          ,  11.89,   1.22,   0.33,    35.88,    39.75,    29.31
2.270,          ,  11.89,   1.22,   0.33,    35.88,    39.75,    29.31
2.275,          ,  11.52,   0.93,   0.20,    32.31,    44.19,    28.50
2.280,          ,  11.52,   0.93,   0.20,    32.31,    44.19,    28.50
2.290,          ,  10.83,   0.43,  -0.12,    26.81,    57.75,    29.00
2.295,          ,  10.83,   0.43,  -0.12,    23.88,    72.12,    30.94
2.300,          ,   7.99,  -0.30,  -0.51,    23.88,    72.12,    30.94
2.305,          ,   7.99,  -0.30,  -0.51,    23.88,    72.12,    30.94
2.310,          ,   7.02,  -0.35,  -0.45,    22.38,    63.06,    32.25
2.315,          ,   6.86,  -0.42,  -0.73,    19.94,    35.62,    31.88
2.320,          ,   6.86,  -0.42,  -0.73,    19.94,    35.62,    31.88
2.325,          ,   6.83,  -0.30,  -0.88,    20.12,    10.75,    31.56
2.350,          ,   6.83,  -0.30,  -0.88,    20.12,    10.75,    31.56
2.355,          ,   7.44,   0.19,  -0.08,    22.88,   -16.75,    20.56
2.360,          ,   8.18,   0.56,  -0.23,    19.50,   -18.88,    14.44
2.365,          ,   8.18,   0.56,  -0.23,    15.94,    -6.62,    10.12
2.370,          ,   8.38,   0.86,   0.00,    15.94,    -6.62,    10.12
2.375,          ,   9.16,   0.85,   0.18,    12.44,    -1.94,     8.25
2.380,          ,   9.16,   0.85,   0.18,    12.44,    -1.94,     8.25
2.385,          ,   9.43,   0.67,  -0.07,    10.81,     2.25,     9.31
2.395,          ,   9.43,   0.67,  -0.07,    10.81,     2.25,     9.31
2.400,          ,   9.46,   0.18,  -0.25,     8.12,    13.69,     9.88
2.405,          ,   9.46,   0.18,  -0.25,     8.12,    13.69,     9.88
2.410,          ,   9.55,  -0.36,  -0.33,     2.75,    20.06,     9.31
2.415,          ,   9.55,  -0.36,  -0.33,    -2.94,    17.81,    10.50
2.420,          ,   9.92,  -0.82,   0.37,    -2.94,    17.81,    10.50
2.425,          ,  10.27,  -0.73,   0.77,    -8.00,    10.19,    12.75
2.430,          ,  10.27,  -0.73,   0.77,    -8.00,    10.19,    12.75
2.435,          ,  10.54,  -0.59,   0.98,   -15.44,     4.56,    13.56
2.445,          ,  10.54,  -0.59,   0.98,   -15.44,     4.56,    13.56
2.450,          ,  10.46,  -0.43,   1.11,   -24.44,     7.12,    12.06
2.455,          ,  10.46,  -0.43,   1.11,   -24.44,     7.12,    12.06
2.460,          ,   9.87,  -0.22,   1.19,   -32.12,     9.69,     8.38
2.465,          ,   9.87,  -0.22,   1.19,   -32.12,     9.69,     8.38
2.470,          ,   9.73,  -0.15,   1.23,   -35.88,     7.38,     3.81
2.475,          ,   9.75,  -0.07,   1.22,   -36.81,     3.12,    -0.12
2.480,          ,   9.75,  -0.07,   1.22,   -36.81,     3.12,    -0.12
2.485,          ,   9.76,   0.00,   1.25,   -36.12,     0.44,    -2.94
2.490,          ,   9.76,   0.00,   1.25,   -36.12,     0.44,    -2.94
2.500,          ,   9.44,   0.18,   1.49,   -36.12,     0.62,    -4.44
2.515,          ,   9.44,   0.18,   1.49,   -36.12,     0.62,    -4.44
2.520,          ,   9.08,   0.21,   1.51,   -41.56,     2.81,    -7.12
2.525,          ,   8.84,   0.04,   1.33,   -46.12,     4.62,    -7.94
2.530,          ,   8.84,   0.04,   1.33,   -46.12,     4.62,    -7.94
2.540,          ,   8.62,  -0.03,   1.17,   -51.56,     6.69,    -8.56
2.545,          ,   8.62,  -0.03,   1.17,   -58.31,     9.12,    -8.00
2.550,          ,   8.31,  -0.14,   0.89,   -58.31,     9.12,    -8.00
2.555,          ,   8.31,  -0.14,   0.89,   -64.69,     8.31,    -7.06
2.560,          ,   8.21,  -0.40,   0.54,   -64.69,     8.31,    -7.06
2.565,          ,   8.21,  -0.40,   0.54,   -69.62,     5.25,    -5.50
2.570,          ,   7.79,  -0.45,   1.03,   -69.62,     5.25,    -5.50
2.575,          ,   8.00,  -0.44,   0.99,   -74.31,     1.44,    -4.56
2.580,          ,   8.00,  -0.44,   0.99,   -74.31,     1.44,    -4.56
2.585,          ,   8.17,  -0.48,   0.69,   -79.81,    -0.19,    -3.88
2.590,          ,   8.17,  -0.48,   0.69,   -79.81,    -0.19,    -3.88
2.600,          ,   8.01,  -0.47,   0.58,   -84.19,     3.44,    -3.56
2.605,          ,   8.01,  -0.47,   0.58,   -84.19,     3.44,    -3.56
2.610,          ,   8.62,  -0.45,   0.59,   -87.62,    -2.12,    -4.12
2.615,          ,   8.62,  -0.45,   0.59,   -90.94,   -10.88,    -3.81
2.620,          ,   8.95,  -0.49,   0.68,   -90.94,   -10.88,    -3.81
2.625,          ,   9.00,  -0.50,   0.71,   -91.94,   -12.38,    -4.12
2.630,          ,   9.00,  -0.50,   0.71,   -91.94,   -12.38,    -4.12
2.635,          ,   8.93,  -0.55,   0.61,   -92.50,    -9.38,    -5.38
2.645,          ,   8.93,  -0.55,   0.61,   -92.50,    -9.38,    -5.38
2.650,          ,   8.72,  -0.75,   0.44,   -94.31,    -4.50,    -7.88
2.655,          ,   8.72,  -0.75,   0.44,   -94.31,    -4.50,    -7.88
2.660,          ,   8.65,  -0.77,   0.43,   -96.56,     1.62,    -9.94
2.680,          ,   8.65,  -0.77,   0.43,   -98.25,     6.25,   -11.56
2.685,          ,   8.98,  -0.81,   0.35,   -99.50,    10.50,   -13.69
2.690,          ,   9.61,  -0.99,   0.38,   -99.50,    10.50,   -13.69
2.695,          ,   9.93,  -0.94,   0.42,   -97.25,    11.12,   -14.19
2.705,          ,   9.93,  -0.94,   0.42,   -97.25,    11.12,   -14.19
2.710,          ,  10.09,  -0.90,   0.47,   -94.00,    13.00,   -14.69
2.715,          ,  10.09,  -0.90,   0.47,   -94.00,    13.00,   -14.69
2.720,          ,  10.22,  -0.93,   0.57,   -90.31,    13.06,   -16.00
2.725,          ,  10.22,  -0.93,   0.57,   -86.94,    13.38,   -17.94
2.730,          ,  10.56,  -1.28,   0.51,   -86.94,    13.38,   -17.94
2.735,          ,  10.74,  -1.64,   0.30,   -84.12,    15.38,   -20.12
2.740,          ,  10.74,  -1.64,   0.30,   -84.12,    15.38,   -20.12
2.745,          ,  10.64,  -1.94,   0.05,   -79.12,    20.44,   -22.19
2.750,          ,  10.64,  -1.94,   0.05,   -79.12,    20.44,   -22.19
2.755,          ,  10.18,  -2.18,  -0.16,   -72.12,    24.00,   -24.38
2.760,          ,  10.18,  -2.18,  -0.16,   -72.12,    24.00,   -24.38
2.765,          ,   9.98,  -1.98,  -0.28,   -65.44,    22.06,   -26.00
2.775,          ,   9.98,  -1.98,  -0.28,   -65.44,    22.06,   -26.00
2.780,          ,   9.67,  -1.58,  -0.15,   -61.62,    18.31,   -27.50
2.785,          ,   9.67,  -1.58,  -0.15,   -61.69,    13.62,   -28.88
2.790,          ,   9.47,  -1.17,   0.11,   -61.69,    13.62,   -28.88
2.795,          ,   9.24,  -0.45,   0.56,   -65.06,     8.69,   -30.31
2.800,          ,   9.24,  -0.45,   0.56,   -65.06,     8.69,   -30.31
2.805,          ,   9.18,  -0.17,   0.81,   -69.88,     6.69,   -31.38
2.810,          ,   9.18,  -0.17,   0.81,   -69.88,     6.69,   -31.38
2.815,          ,   9.23,   0.15,   1.15,   -75.56,     2.69,   -31.25
2.825,          ,   9.23,   0.15,   1.15,   -75.56,     2.69,   -31.25
2.830,          ,   9.38,   0.58,   1.43,   -82.94,     0.44,   -30.00
2.850,          ,   9.38,   0.58,   1.43,   -90.62,     4.81,   -28.19
2.855,          ,   9.60,   0.56,   1.13,   -95.44,    17.31,   -24.69
2.860,          ,   9.04,   0.20,   1.12,   -96.31,    38.75,   -22.62
2.865,          ,   9.04,   0.20,   1.12,   -95.81,    54.75,   -23.75
2.870,          ,   8.56,  -0.26,   0.87,   -95.81,    54.75,   -23.75
2.875,          ,   8.75,  -0.62,   0.67,   -90.38,    57.31,   -24.50
2.880,          ,   8.75,  -0.62,   0.67,   -90.38,    57.31,   -24.50
2.885,          ,   8.49,  -0.84,   0.55,   -82.44,    66.00,   -26.44
2.895,          ,   8.49,  -0.84,   0.55,   -82.44,    66.00,   -26.44
2.900,          ,   8.77,  -1.06,   0.23,   -73.50,    63.25,   -30.31
2.905,          ,   8.77,  -1.06,   0.23,   -73.50,    63.25,   -30.31
2.910,          ,   8.84,  -1.13,  -0.30,   -63.12,    55.56,   -33.94
2.915,          ,   8.84,  -1.13,  -0.30,   -54.75,    45.06,   -37.25
2.920,          ,   8.17,  -0.86,  -0.58,   -54.75,    45.06,   -37.25
2.925,          ,   8.17,  -0.86,  -0.58,   -50.50,    18.81,   -40.75
2.930,          ,   8.84,  -0.67,   0.05,   -50.50,    18.81,   -40.75
2.935,          ,   9.59,  -0.53,   0.30,   -47.12,     1.44,   -42.69
2.940,          ,   9.59,  -0.53,   0.30,   -47.12,     1.44,   -42.69
2.950,          ,   9.87,  -0.19,   0.37,   -44.19,     0.50,   -42.38
2.955,          ,   9.87,  -0.19,   0.37,   -44.19,     0.50,   -42.38
2.960,          ,   9.91,   0.78,   0.85,   -46.38,    -2.44,   -40.50
2.965,          ,   9.89,   1.12,   0.76,   -50.94,    -5.75,   -39.31
2.970,          ,   9.89,   1.12,   0.76,   -50.94,    -5.75,   -39.31
2.975,          ,   9.62,   1.31,   0.66,   -54.69,    -5.62,   -37.56
2.980,          ,   9.62,   1.31,   0.66,   -54.69,    -5.62,   -37.56
2.985,          ,   9.68,   1.29,   0.92,   -57.62,   -10.94,   -35.75
2.990,          ,   9.68,   1.29,   0.92,   -57.62,   -10.94,   -35.75
2.995,          ,   9.94,   1.19,   1.26,   -57.06,   -18.44,   -33.88
3.015,          ,   9.94,   1.19,   1.26,   -57.06,   -18.44,   -33.88
3.020,          ,  10.01,   1.00,   1.74,   -44.69,   -21.31,   -32.19
3.025,          ,  10.44,   0.70,   2.01,   -38.38,   -22.38,   -32.06
3.030,          ,  10.44,   0.70,   2.01,   -38.38,   -22.38,   -32.06
3.035,          ,  10.68,   0.65,   2.39,   -31.81,   -22.00,   -32.62
3.040,          ,  10.68,   0.65,   2.39,   -25.62,   -18.19,   -33.44
3.050,          ,  10.75,   0.60,   2.97,   -25.62,   -18.19,   -33.44
3.055,          ,  10.75,   0.60,   2.97,   -25.62,   -18.19,   -33.44
3.060,          ,  11.10,   0.62,   3.46,   -20.62,   -16.00,   -34.25
3.065,          ,  11.10,   0.62,   3.46,   -20.62,   -16.00,   -34.25
3.070,          ,  12.09,   0.48,   2.53,   -18.81,    -9.81,   -35.69
3.075,          ,  12.09,   0.48,   2.53,   -17.62,     6.75,   -34.69
3.080,          ,  11.24,   0.55,   2.51,   -17.62,     6.75,   -34.69
3.085,          ,  10.42,   0.56,   2.81,   -15.44,    16.81,   -33.19
3.090,          ,  10.42,   0.56,   2.81,   -15.44,    16.81,   -33.19
3.095,          ,   9.93,   0.68,   1.82,   -15.00,    13.75,   -32.62
3.105,          ,   9.93,   0.68,   1.82,   -15.00,    13.75,   -32.62
3.110,          ,   9.64,   1.10,  -0.17,   -16.94,     9.06,   -31.62
3.115,          ,   8.65,   1.35,  -1.06,   -19.12,    11.06,   -29.25
3.120,          ,   8.65,   1.35,  -1.06,   -19.12,    11.06,   -29.25
3.125,          ,   7.26,   1.72,  -0.70,   -14.12,    13.50,   -25.69
3.130,          ,   7.26,   1.72,  -0.70,   -14.12,    13.50,   -25.69
3.135,          ,   6.61,   1.59,   0.47,   -10.12,    -4.56,   -24.56
3.140,          ,   6.61,   1.59,   0.47,   -10.12,    -4.56,   -24.56
3.150,          ,   8.83,   2.18,   0.70,    -9.31,   -29.19,   -24.06
3.155,          ,   8.83,   2.18,   0.70,    -9.31,   -29.19,   -24.06
3.160,          ,   8.72,   2.38,   0.24,   -12.62,   -22.56,   -23.69
3.180,          ,   8.39,   2.57,   0.86,   -14.56,   -15.38,   -23.44
3.185,          ,   8.41,   3.16,   0.99,   -25.69,   -17.12,   -23.56
3.190,          ,   8.41,   3.16,   0.99,   -25.69,   -17.12,   -23.56
3.195,          ,   8.76,   3.32,   1.23,   -31.50,   -22.19,   -24.81
3.200,          ,   8.76,   3.32,   1.23,   -31.50,   -22.19,   -24.81
3.210,          ,   9.23,   3.38,   1.23,   -36.88,   -27.44,   -26.44
3.215,          ,   9.23,   3.38,   1.23,   -36.88,   -27.44,   -26.44
3.220,          ,   9.84,   3.03,   1.76,   -41.25,   -29.88,   -27.62
3.225,          ,  10.32,   2.85,   1.53,   -42.31,   -30.88,   -27.31
3.230,          ,  10.32,   2.85,   1.53,   -42.31,   -30.88,   -27.31
3.235,          ,  10.75,   2.46,   0.87,   -42.31,   -25.94,   -25.88
3.240,          ,  10.75,   2.46,   0.87,   -42.31,   -25.94,   -25.88
3.245,          ,  10.42,   1.80,   0.61,   -43.12,   -15.62,   -24.62
3.255,          ,  10.42,   1.80,   0.61,   -43.12,   -15.62,   -24.62
3.260,          ,   9.58,   1.18,   2.46,   -40.19,    -9.44,   -22.88
3.265,          ,   9.81,   0.91,   2.12,   -40.81,    -8.44,   -22.31
3.270,          ,   9.81,   0.91,   2.12,   -40.81,    -8.44,   -22.31
3.275,          ,  10.05,   0.80,   1.06,   -48.69,    -0.69,   -21.31
3.280,          ,  10.05,   0.80,   1.06,   -48.69,    -0.69,   -21.31
3.285,          ,   8.56,   0.77,  -0.57,   -53.75,    12.62,   -19.12
3.290,          ,   8.56,   0.77,  -0.57,   -53.75,    12.62,   -19.12
3.295,          ,   8.15,   1.14,   1.57,   -48.25,    -1.94,   -16.62
3.305,          ,   8.15,   1.14,   1.57,   -48.25,    -1.94,   -16.62
3.310,          ,  10.33,   1.37,   1.11,   -42.38,   -42.06,   -17.25
3.315,          ,  10.33,   1.37,   1.11,   -42.38,   -42.06,   -17.25
3.320,          ,  10.75,   1.53,   0.09,   -41.75,   -37.56,   -17.00
3.325,          ,   9.71,   1.46,   0.67,   -37.19,   -13.62,   -14.06
3.330,          ,   9.71,   1.46,   0.67,   -37.19,   -13.62,   -14.06
3.350,          ,   8.76,   0.96,   0.24,   -34.12,    -6.56,   -11.12
3.355,          ,   8.82,   0.94,   0.33,   -31.62,   -13.69,    -7.88
3.360,          ,   8.82,   0.94,   0.33,   -31.62,   -13.69,    -7.88
3.365,          ,   9.13,   1.18,   0.27,   -31.38,   -15.75,    -5.19
3.370,          ,   9.13,   1.18,   0.27,   -30.62,   -14.62,    -1.81
3.380,          ,   8.54,   1.56,   0.31,   -30.62,   -14.62,    -1.81
3.385,          ,   8.54,   1.56,   0.31,   -26.12,   -21.75,     0.25
3.390,          ,   9.15,   1.77,   0.72,   -26.12,   -21.75,     0.25
3.395,          ,   9.96,   1.90,   0.19,   -24.44,   -29.56,     0.81
3.400,          ,   9.96,   1.90,   0.19,   -24.44,   -29.56,     0.81
3.405,          ,   9.87,   1.90,   0.38,   -25.75,   -20.62,     1.12
3.410,          ,   9.87,   1.90,   0.38,   -25.75,   -20.62,     1.12
3.420,          ,   9.39,   1.90,   1.71,   -23.19,   -11.06,     2.00
3.425,          ,   9.39,   1.90,   1.71,   -23.38,   -11.31,     2.31
3.430,          ,   9.92,   1.85,   1.57,   -23.38,   -11.31,     2.31
3.435,          ,   9.73,   1.81,   2.40,   -22.94,    -0.44,     3.44
3.440,          ,   9.73,   1.81,   2.40,   -22.94,    -0.44,     3.44
3.445,          ,   9.20,   1.51,   1.64,   -22.06,    12.81,     3.75
3.455,          ,   9.20,   1.51,   1.64,   -22.06,    12.81,     3.75
3.460,          ,  10.00,   1.49,   0.90,   -24.00,     6.56,     2.75
3.465,          ,  10.00,   1.49,   0.90,   -24.00,     6.56,     2.75
3.470,          ,   9.92,   1.48,  -0.31,   -23.31,    -0.38,     4.69
3.475,          ,   8.79,   1.35,  -1.19,   -21.25,     7.75,     5.50
3.480,          ,   8.79,   1.35,  -1.19,   -21.25,     7.75,     5.50
3.485,          ,   8.48,   1.23,   1.94,   -12.62,    -1.81,     6.56
3.490,          ,   8.48,   1.23,   1.94,   -12.62,    -1.81,     6.56
3.495,          ,   9.89,   1.27,   1.98,    -4.00,   -25.50,     5.69
3.500,          ,   9.89,   1.27,   1.98,    -4.00,   -25.50,     5.69
3.520,          ,  10.16,   1.29,   0.84,    -6.56,   -22.69,     5.94
3.525,          ,   9.46,   0.95,   0.53,    -4.88,    -1.38,    11.62
3.530,          ,   9.46,   0.95,   0.53,    -4.88,    -1.38,    11.62
3.535,          ,   9.35,   0.92,   0.20,    -0.44,    -0.19,    14.94
3.540,          ,   9.35,   0.92,   0.20,    -0.44,    -0.19,    14.94
3.545,          ,   9.31,   0.98,  -0.16,     5.94,    -0.31,    16.50
3.555,          ,   9.31,   0.98,  -0.16,     5.94,    -0.31,    16.50
3.560,          ,   9.35,   0.94,  -0.27,    12.75,    -4.38,    17.06
3.565,          ,   9.35,   0.94,  -0.27,    12.75,    -4.38,    17.06
3.570,          ,   9.70,   1.16,   0.43,    20.19,   -12.06,    16.50
3.575,          ,   9.96,   1.22,   0.83,    28.69,   -18.81,    15.94
3.580,          ,   9.96,   1.22,   0.83,    28.69,   -18.81,    15.94
3.585,          ,  10.12,   1.20,   1.21,    34.44,   -20.62,    16.25
3.590,          ,  10.12,   1.20,   1.21,    34.44,   -20.62,    16.25
3.595,          ,  10.12,   1.04,   1.41,    37.44,   -19.75,    17.31
3.605,          ,  10.12,   1.04,   1.41,    37.44,   -19.75,    17.31
3.610,          ,  10.34,   0.70,   1.31,    37.94,   -20.06,    17.75
3.615,          ,  10.34,   0.70,   1.31,    36.25,   -18.75,    18.06
3.620,          ,   9.87,   0.76,   1.34,    36.25,   -18.75,    18.06
3.625,          ,   9.28,   0.98,   1.48,    34.50,   -17.00,    19.94
3.630,          ,   9.28,   0.98,   1.48,    34.50,   -17.00,    19.94
3.635,          ,   9.27,   1.14,   1.64,    31.69,   -25.50,    21.31
3.640,          ,   9.27,   1.14,   1.64,    28.19,   -35.12,    22.19
3.645,          ,   9.96,   1.42,   1.75,    28.19,   -35.12,    22.19
3.655,          ,   9.96,   1.42,   1.75,    28.19,   -35.12,    22.19
3.660,          ,  10.06,   1.58,   1.63,    25.62,   -36.75,    23.31
3.665,          ,  10.06,   1.58,   1.63,    25.62,   -36.75,    23.31
3.685,          ,  10.03,   1.61,   1.37,    22.31,   -32.81,    24.81
3.690,          ,   9.56,   1.74,   0.40,    17.62,   -18.19,    26.69
3.695,          ,   9.13,   1.77,   0.03,    16.69,    -6.25,    26.81
3.700,          ,   9.13,   1.77,   0.03,    16.69,    -6.25,    26.81
3.705,          ,   8.79,   1.79,  -0.17,    17.25,     0.69,    26.31
3.710,          ,   8.79,   1.79,  -0.17,    17.25,     0.69,    26.31
3.715,          ,   8.79,   1.89,  -0.71,    18.38,     3.06,    24.44
3.720,          ,   8.79,   1.89,  -0.71,    19.50,     2.81,    21.81
3.730,          ,   8.67,   1.94,  -1.14,    19.50,     2.81,    21.81
3.735,          ,   8.67,   1.94,  -1.14,    23.19,     2.38,    19.50
3.740,          ,   8.49,   2.13,  -1.04,    23.19,     2.38,    19.50
3.745,          ,   8.33,   2.07,  -1.11,    25.88,    -0.44,    17.50
3.750,          ,   8.33,   2.07,  -1.11,    25.88,    -0.44,    17.50
3.755,          ,   8.45,   1.83,  -1.05,    27.06,    -6.12,    15.81
3.760,          ,   8.45,   1.83,  -1.05,    27.06,    -6.12,    15.81
3.765,          ,   8.43,   1.69,  -0.90,    29.69,    -9.69,    14.62
3.775,          ,   8.43,   1.69,  -0.90,    32.06,   -10.69,    13.12
3.780,          ,   8.46,   1.54,  -0.56,    32.06,   -10.69,    13.12
3.785,          ,   8.51,   1.52,  -0.27,    34.06,   -11.75,    12.25
3.790,          ,   8.51,   1.52,  -0.27,    34.06,   -11.75,    12.25
3.795,          ,   8.67,   1.28,  -0.73,    35.44,   -11.44,    12.31
3.800,          ,   8.67,   1.28,  -0.73,    35.44,   -11.44,    12.31
3.805,          ,   9.41,   1.07,  -0.98,    36.69,   -17.00,    11.38
3.810,          ,   9.41,   1.07,  -0.98,    36.69,   -17.00,    11.38
3.820,          ,   9.86,   0.90,  -0.68,    39.56,   -23.38,    10.00
3.825,          ,   9.86,   0.90,  -0.68,    43.88,   -24.94,     8.75
